uniprot_ac	uniprot_id	uniprot_description	organism	main_gene_name	gene_names	nber_palmitoyl_proteome_hits	nber_palmitoyl_proteome_sites	nber_palmitoyl_proteome_articles	nber_targeted_study_hits	nber_targeted_study_sites	nber_targeted_study_articles	nber_technique_categories	main_isoform_site_positions
J9VN00	J9VN00_CRYNH	T-complex protein 1 subunit theta	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_02736	2	0	1	0	0	0	1	
J9VMZ2	J9VMZ2_CRYNH	UTP--glucose-1-phosphate uridylyltransferase	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_02748	2	0	1	0	0	0	1	
J9VMY8	J9VMY8_CRYNH	Endoplasmic reticulum protein	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_02753	2	0	1	0	0	0	1	
J9VMY2	J9VMY2_CRYNH	Eukaryotic translation initiation factor 3 subunit A (Eukaryotic translation initiation factor 3 110 kDa subunit homolog) (Translation initiation factor eIF3, p110 subunit homolog)	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	TIF32	CNAG_02212,TIF32	2	0	1	0	0	0	1	
J9VMY1	J9VMY1_CRYNH	Threonine-tRNA ligase	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_06755	2	0	1	0	0	0	1	
J9VMS8	J9VMS8_CRYNH	C-8 sterol isomerase	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_00854	1	0	1	0	0	0	1	
J9VMP7	J9VMP7_CRYNH	ATP-dependent RNA helicase ded1	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_00809	2	0	1	0	0	0	1	
J9VMN2	J9VMN2_CRYNH	Small subunit ribosomal protein S9	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_02331	2	0	1	0	0	0	1	
J9VMM5	J9VMM5_CRYNH	Cysteine desulfurase IscS	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_01442	2	0	1	0	0	0	1	
J9VML7	J9VML7_CRYNH	D-3-phosphoglycerate dehydrogenase	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_00774	2	0	1	0	0	0	1	
J9VMF7	J9VMF7_CRYNH	Aspartate-tRNA(Asn) ligase	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_07400	2	0	1	0	0	0	1	
J9VMD6	J9VMD6_CRYNH	Uncharacterized protein	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_07382	1	0	1	0	0	0	1	
J9VMD3	J9VMD3_CRYNH	Large subunit ribosomal protein L5e	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_02928	2	0	1	0	0	0	1	
J9VMC5	J9VMC5_CRYNH	Eukaryotic translation initiation factor 3 subunit C (Eukaryotic translation initiation factor 3 93 kDa subunit homolog) (Translation initiation factor eIF3, p93 subunit homolog)	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NIP1	CNAG_07628,NIP1	2	0	1	0	0	0	1	
J9VMC4	J9VMC4_CRYNH	Cytochrome c oxidase subunit 6a	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_02938	2	0	1	0	0	0	1	
J9VMB8	J9VMB8_CRYNH	RuvB-like helicase	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_00705	2	0	1	0	0	0	1	
J9VMB6	J9VMB6_CRYNH	Peptide chain release factor 1	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_02948	2	0	1	0	0	0	1	
J9VMB0	J9VMB0_CRYNH	Ribonucleoside-diphosphate reductase	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_02208	2	0	1	0	0	0	1	
J9VM83	J9VM83_CRYNH	Cytoplasmic protein	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_00671	1	0	1	0	0	0	1	
J9VM74	J9VM74_CRYNH	Translation initiation factor 2 subunit 2	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_02486	2	0	1	0	0	0	1	
J9VM66	J9VM66_CRYNH	Large subunit ribosomal protein L7e	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_00656	2	0	1	0	0	0	1	
J9VM42	J9VM42_CRYNH	Nucleoside diphosphate kinase	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_02285	2	0	1	0	0	0	1	
J9VM30	J9VM30_CRYNH	Transketolase, variant	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_03040	1	0	1	0	0	0	1	
J9VM09	J9VM09_CRYNH	Inorganic pyrophosphatase	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_02545	2	0	1	0	0	0	1	
J9VM05	J9VM05_CRYNH	V-type proton ATPase catalytic subunit A	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_02326	2	0	1	0	0	0	1	
J9VLW1	J9VLW1_CRYNH	H/ACA ribonucleoprotein complex subunit 2	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_02378	2	0	1	0	0	0	1	
J9VLV6	J9VLV6_CRYNH	Cation-transporting ATPase	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_05136	2	0	1	0	0	0	1	
J9VLV1	J9VLV1_CRYNH	Coatomer subunit beta'	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_04074	2	0	1	0	0	0	1	
J9VLR6	J9VLR6_CRYNH	rRNA biogenesis protein RRP5	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_02437	1	0	1	0	0	0	1	
J9VLR5	J9VLR5_CRYNH	Eukaryotic translation initiation factor 3 subunit M	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_00509	2	0	1	0	0	0	1	
J9VLP9	J9VLP9_CRYNH	Aminopeptidase 2	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_04009	2	0	1	0	0	0	1	
J9VLP5	J9VLP5_CRYNH	40S ribosomal protein S1	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	RPS1	CNAG_04004,RPS1	2	0	1	0	0	0	1	
J9VLP2	J9VLP2_CRYNH	Importin beta-2 subunit	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_02457	2	0	1	0	0	0	1	
J9VLN9	J9VLN9_CRYNH	Nucleolin	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_07362	2	0	1	0	0	0	1	
J9VLJ9	J9VLJ9_CRYNH	Superoxide dismutase [Cu-Zn]	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_01019	2	0	1	0	0	0	1	
J9VLJ8	J9VLJ8_CRYNH	Chaperone regulator	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_03944	2	0	1	0	0	0	1	
J9VLI9	J9VLI9_CRYNH	Elongation factor 1-gamma	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_00417	2	0	1	0	0	0	1	
J9VLH4	J9VLH4_CRYNH	Translation initiation factor 4G	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_00402	2	0	1	0	0	0	1	
J9VLB4	J9VLB4_CRYNH	Zuotin	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_04976	2	0	1	0	0	0	1	
J9VL89	J9VL89_CRYNH	Aconitate hydratase, mitochondrial	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_01137	2	0	1	0	0	0	1	
J9VL88	J9VL88_CRYNH	Heat shock protein	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_07347	2	0	1	0	0	0	1	
J9VL79	J9VL79_CRYNH	Small COPII coat GTPase	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_03853	2	0	1	0	0	0	1	
J9VL49	J9VL49_CRYNH	Small subunit ribosomal protein S27Ae	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_01181	2	0	1	0	0	0	1	
J9VL41	J9VL41_CRYNH	Vesicle transporter SEC22	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_01190	2	0	1	0	0	0	1	
J9VL33	J9VL33_CRYNH	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_06900	2	0	1	0	0	0	1	
J9VL23	J9VL23_CRYNH	Transketolase	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_07445	2	0	1	0	0	0	1	
J9VL11	J9VL11_CRYNH	Tubulin alpha chain	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_03787	2	0	1	0	0	0	1	
J9VKY1	J9VKY1_CRYNH	Uncharacterized protein	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_01010	1	0	1	0	0	0	1	
J9VKV8	J9VKV8_CRYNH	Large subunit ribosomal protein L10-like	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_03739	2	0	1	0	0	0	1	
J9VKU6	J9VKU6_CRYNH	Coatomer subunit gamma	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_01274	2	0	1	0	0	0	1	
J9VKQ5	J9VKQ5_CRYNH	Cystathionine beta-lyase	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_02686	2	0	1	0	0	0	1	
J9VKM7	J9VKM7_CRYNH	Nickel/cobalt efflux system	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_03664	1	0	1	0	0	0	1	
J9VKK7	J9VKK7_CRYNH	FK506-binding protein	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_01148	2	0	1	0	0	0	1	
J9VKK2	J9VKK2_CRYNH	Small subunit ribosomal protein S13e	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_01153	2	0	1	0	0	0	1	
J9VKK1	J9VKK1_CRYNH	Uncharacterized protein	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_02745	1	0	1	0	0	0	1	
J9VKI8	J9VKI8_CRYNH	H/ACA ribonucleoprotein complex subunit 4	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_01168	2	0	1	0	0	0	1	
J9VKH7	J9VKH7_CRYNH	26S proteasome regulatory subunit N3	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_00062	2	0	1	0	0	0	1	
J9VKH4	J9VKH4_CRYNH	Cytoplasmic protein	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_01182	2	0	1	0	0	0	1	
J9VKG0	J9VKG0_CRYNH	Hsp71-like protein	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_01404	2	0	1	0	0	0	1	
J9VKF8	J9VKF8_CRYNH	2-oxoglutarate dehydrogenase E2 component (Dihydrolipoamide succinyltransferase)	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_03596	2	0	1	0	0	0	1	
J9VKD2	J9VKD2_CRYNH	CMGC/GSK protein kinase, variant	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_06730	2	0	1	0	0	0	1	
J9VKD0	J9VKD0_CRYNH	Serine-tRNA ligase	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_01435	2	0	1	0	0	0	1	
J9VKC4	J9VKC4_CRYNH	GTP-binding protein ypt2	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_02817	2	0	1	0	0	0	1	
J9VKA9	J9VKA9_CRYNH	Dihydrolipoyl dehydrogenase	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_07004	2	0	1	0	0	0	1	
J9VK98	J9VK98_CRYNH	Large subunit ribosomal protein L22e	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_06811	2	0	1	0	0	0	1	
J9VK83	J9VK83_CRYNH	Uncharacterized protein	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_01270	2	0	1	0	0	0	1	
J9VK51	J9VK51_CRYNH	40S ribosomal protein S21	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_01300	2	0	1	0	0	0	1	
J9VK44	J9VK44_CRYNH	Obg-like ATPase 1	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_02880	2	0	1	0	0	0	1	
J9VK13	J9VK13_CRYNH	NADH dehydrogenase	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_00788	2	0	1	0	0	0	1	
J9VJZ1	J9VJZ1_CRYNH	Alpha,alpha-trehalose-phosphate synthase (UDP-forming)	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_05292	2	0	1	0	0	0	1	
J9VJY5	J9VJY5_CRYNH	Importin subunit alpha	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_01361	2	0	1	0	0	0	1	
J9VJV1	J9VJV1_CRYNH	Paired amphipathic helix protein Sin3a	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_02981	1	0	1	0	0	0	1	
J9VJU4	J9VJU4_CRYNH	Cofilin	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_02991	2	0	1	0	0	0	1	
J9VJT0	J9VJT0_CRYNH	Adenylyl cyclase-associated protein	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_05218	2	0	1	0	0	0	1	
J9VJJ6	J9VJJ6_CRYNH	Elongation factor 2	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_06840	2	0	1	0	0	0	1	
J9VJD5	J9VJD5_CRYNH	Translation initiation factor	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_04022	2	0	1	0	0	0	1	
J9VJC5	J9VJC5_CRYNH	Large subunit ribosomal protein L37a	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_04011	2	0	1	0	0	0	1	
J9VJC0	J9VJC0_CRYNH	Pyruvate dehydrogenase E1 component subunit beta	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_05059	2	0	1	0	0	0	1	
J9VJA9	J9VJA9_CRYNH	Integral membrane protein	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_03991	2	0	1	0	0	0	1	
J9VJ75	J9VJ75_CRYNH	RNP domain-containing protein	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_05013	2	0	1	0	0	0	1	
J9VJ71	J9VJ71_CRYNH	Large subunit ribosomal protein L8	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_05232	2	0	1	0	0	0	1	
J9VJ43	J9VJ43_CRYNH	Glucose-6-phosphate isomerase	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_03916	2	0	1	0	0	0	1	
J9VJ21	J9VJ21_CRYNH	Hsp60-like protein	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_03891	2	0	1	0	0	0	1	
J9VJ06	J9VJ06_CRYNH	T-complex protein 1 subunit beta	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_00447	2	0	1	0	0	0	1	
J9VIZ5	J9VIZ5_CRYNH	Cytochrome c oxidase subunit 5b	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_05132	2	0	1	0	0	0	1	
J9VIW2	J9VIW2_CRYNH	Translation initiation factor 4G	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_00386	2	0	1	0	0	0	1	
J9VIQ6	J9VIQ6_CRYNH	GTP-binding protein ypt1	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_05068	2	0	1	0	0	0	1	
J9VIH2	J9VIH2_CRYNH	Serine/threonine-protein phosphatase	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_03706	2	0	1	0	0	0	1	
J9VID8	J9VID8_CRYNH	40S ribosomal protein S12	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_02754	2	0	1	0	0	0	1	
J9VIB2	J9VIB2_CRYNH	Eukaryotic translation initiation factor 3 subunit D	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_03641	2	0	1	0	0	0	1	
J9VI99	J9VI99_CRYNH	AP-1 complex subunit gamma	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_07318	2	0	1	0	0	0	1	
J9VI91	J9VI91_CRYNH	Pumilio-family RNA binding protein	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_02810	2	0	1	0	0	0	1	
J9VI18	J9VI18_CRYNH	Fructose-bisphosphate aldolase 1	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_06770	2	0	1	0	0	0	1	
J9VI11	J9VI11_CRYNH	6-phosphogluconate dehydrogenase, decarboxylating	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_07561	2	0	1	0	0	0	1	
J9VHV5	J9VHV5_CRYNH	Citrate synthase	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_00061	2	0	1	0	0	0	1	
J9VHU4	J9VHU4_CRYNH	MFS transporter, SIT family, siderophore-iron:H symporter	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_00815	1	0	1	0	0	0	1	
J9VHS2	J9VHS2_CRYNH	ATP-dependent RNA helicase eIF4A	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_00785	2	0	1	0	0	0	1	
J9VHQ8	J9VHQ8_CRYNH	Transcription factor IWS1	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_02956	1	0	1	0	0	0	1	
J9VHQ2	J9VHQ2_CRYNH	Prohibitin-2	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_00006	2	0	1	0	0	0	1	
J9VHP1	J9VHP1_CRYNH	Voltage-dependent anion channel protein 2	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_02974	2	0	1	0	0	0	1	
J9VHL2	J9VHL2_CRYNH	Nuclear pore protein	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_02816	1	0	1	0	0	0	1	
J9VHK8	J9VHK8_CRYNH	ATP-dependent RNA helicase SUB2	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_00741	2	0	1	0	0	0	1	
J9VHI6	J9VHI6_CRYNH	Cytochrome c	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_00716	2	0	1	0	0	0	1	
J9VHG0	J9VHG0_CRYNH	Elongation of fatty acids protein (Very-long-chain 3-oxoacyl-CoA synthase)	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_03080	2	0	1	0	0	0	1	
J9VHE4	J9VHE4_CRYNH	Small subunit ribosomal protein S11	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_00672	2	0	1	0	0	0	1	
J9VH51	J9VH51_CRYNH	Farnesyl-diphosphate farnesyltransferase	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_07510	2	0	1	0	0	0	1	
J9VH45	J9VH45_CRYNH	Dynamin GTPase	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_00565	2	0	1	0	0	0	1	
J9VH22	J9VH22_CRYNH	NAD(P)H:quinone oxidoreductase, type IV	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_03948	2	0	1	0	0	0	1	
J9VGW8	J9VGW8_CRYNH	Isocitrate dehydrogenase [NAD] subunit, mitochondrial	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_07363	2	0	1	0	0	0	1	
J9VGW6	J9VGW6_CRYNH	Gluconokinase	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_03048	2	0	1	0	0	0	1	
J9VGV0	J9VGV0_CRYNH	Enolase	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_03072	2	0	1	0	0	0	1	
J9VGS7	J9VGS7_CRYNH	S-adenosylmethionine synthase	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_00418	2	0	1	0	0	0	1	
J9VGM9	J9VGM9_CRYNH	NAK protein kinase	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_03796	1	0	1	0	0	0	1	
J9VGM7	J9VGM7_CRYNH	Survival factor 1	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_00356	2	0	1	0	0	0	1	
J9VGH8	J9VGH8_CRYNH	Large subunit ribosomal protein L19	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_03748	2	0	1	0	0	0	1	
J9VGF1	J9VGF1_CRYNH	RAN protein binding protein	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_03722	2	0	1	0	0	0	1	
J9VGE0	J9VGE0_CRYNH	THO complex subunit 2	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_03942	1	0	1	0	0	0	1	
J9VG96	J9VG96_CRYNH	3-isopropylmalate dehydratase (Alpha-IPM isomerase) (Isopropylmalate isomerase)	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_00237	2	0	1	0	0	0	1	
J9VG91	J9VG91_CRYNH	Large subunit ribosomal protein L30e	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_00232	2	0	1	0	0	0	1	
J9VFW4	J9VFW4_CRYNH	Elongation factor 3	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	NA	CNAG_00104	2	0	1	0	0	0	1	
