CONTENT ID;CONTENT TYPE;ENTREZ GENE ID;GENE SYMBOL;SPECIES;EXPERIMENT ID;METHODS
61646;protein;55041;PLEKHB2;Homo sapiens;274;Mass spectrometry
61647;protein;55048;VPS37C;Homo sapiens;274;Mass spectrometry
61648;protein;55165;CEP55;Homo sapiens;274;Mass spectrometry
61649;protein;55243;KIRREL;Homo sapiens;274;Mass spectrometry
61650;protein;55327;LIN7C;Homo sapiens;274;Mass spectrometry
61651;protein;55703;POLR3B;Homo sapiens;274;Mass spectrometry
61652;protein;55766;H2AFJ;Homo sapiens;274;Mass spectrometry
61653;protein;55890;GPRC5C;Homo sapiens;274;Mass spectrometry
61654;protein;5621;PRNP;Homo sapiens;274;Mass spectrometry
61655;protein;56241;SUSD2;Homo sapiens;274;Mass spectrometry
61656;protein;56829;ZC3HAV1;Homo sapiens;274;Mass spectrometry
61657;protein;57048;PLSCR3;Homo sapiens;274;Mass spectrometry
61658;protein;5708;PSMD2;Homo sapiens;274;Mass spectrometry
61659;protein;57211;ADGRG6;Homo sapiens;274;Mass spectrometry
61660;protein;5738;PTGFRN;Homo sapiens;274;Mass spectrometry
61661;protein;58;ACTA1;Homo sapiens;274;Mass spectrometry
61662;protein;5817;PVR;Homo sapiens;274;Mass spectrometry
61663;protein;58508;KMT2C;Homo sapiens;274;Mass spectrometry
61664;protein;5861;RAB1A;Homo sapiens;274;Mass spectrometry
61665;protein;5862;RAB2A;Homo sapiens;274;Mass spectrometry
61666;protein;5864;RAB3A;Homo sapiens;274;Mass spectrometry
61667;protein;5865;RAB3B;Homo sapiens;274;Mass spectrometry
61668;protein;5868;RAB5A;Homo sapiens;274;Western blotting|Mass spectrometry
61669;protein;5868;RAB5A;Homo sapiens;275;Western blotting|Mass spectrometry
61670;protein;5869;RAB5B;Homo sapiens;274;Mass spectrometry
61671;protein;5872;RAB13;Homo sapiens;274;Mass spectrometry
61672;protein;5879;RAC1;Homo sapiens;274;Mass spectrometry
61673;protein;5887;RAD23B;Homo sapiens;274;Mass spectrometry
61674;protein;5901;RAN;Homo sapiens;274;Mass spectrometry
61675;protein;5908;RAP1B;Homo sapiens;274;Mass spectrometry
61676;protein;5912;RAP2B;Homo sapiens;274;Mass spectrometry
61677;protein;5935;RBM3;Homo sapiens;274;Mass spectrometry
61678;protein;5962;RDX;Homo sapiens;274;Mass spectrometry
61679;protein;60;ACTB;Homo sapiens;274;Mass spectrometry
61680;protein;6009;RHEB;Homo sapiens;274;Mass spectrometry
61681;protein;6124;RPL4;Homo sapiens;274;Mass spectrometry
61682;protein;6128;RPL6;Homo sapiens;274;Mass spectrometry
61683;protein;6136;RPL12;Homo sapiens;274;Mass spectrometry
61684;protein;6137;RPL13;Homo sapiens;274;Mass spectrometry
61685;protein;6141;RPL18;Homo sapiens;274;Mass spectrometry
61686;protein;6147;RPL23A;Homo sapiens;274;Mass spectrometry
61687;protein;6156;RPL30;Homo sapiens;274;Mass spectrometry
61688;protein;6157;RPL27A;Homo sapiens;274;Mass spectrometry
61689;protein;6159;RPL29;Homo sapiens;274;Mass spectrometry
61690;protein;6175;RPLP0;Homo sapiens;274;Mass spectrometry
61691;protein;6176;RPLP1;Homo sapiens;274;Mass spectrometry
61692;protein;6181;RPLP2;Homo sapiens;274;Mass spectrometry
61693;protein;6187;RPS2;Homo sapiens;274;Mass spectrometry
61694;protein;6188;RPS3;Homo sapiens;274;Mass spectrometry
61695;protein;6189;RPS3A;Homo sapiens;274;Mass spectrometry
61696;protein;6191;RPS4X;Homo sapiens;274;Mass spectrometry
61697;protein;6193;RPS5;Homo sapiens;274;Mass spectrometry
61698;protein;6201;RPS7;Homo sapiens;274;Mass spectrometry
61699;protein;6202;RPS8;Homo sapiens;274;Mass spectrometry
61700;protein;6222;RPS18;Homo sapiens;274;Mass spectrometry
61701;protein;6223;RPS19;Homo sapiens;274;Mass spectrometry
61702;protein;6224;RPS20;Homo sapiens;274;Mass spectrometry
61703;protein;6233;RPS27A;Homo sapiens;274;Mass spectrometry
61704;protein;6234;RPS28;Homo sapiens;274;Mass spectrometry
61705;protein;6237;RRAS;Homo sapiens;274;Mass spectrometry
61706;protein;6261;RYR1;Homo sapiens;274;Mass spectrometry
61707;protein;6277;S100A6;Homo sapiens;274;Mass spectrometry
61708;protein;6282;S100A11;Homo sapiens;274;Mass spectrometry
61709;protein;6284;S100A13;Homo sapiens;274;Mass spectrometry
61710;protein;6320;CLEC11A;Homo sapiens;274;Mass spectrometry
61711;protein;6382;SDC1;Homo sapiens;274;Mass spectrometry
61712;protein;6385;SDC4;Homo sapiens;274;Mass spectrometry
61713;protein;6386;SDCBP;Homo sapiens;274;Mass spectrometry
61714;protein;6426;SRSF1;Homo sapiens;274;Mass spectrometry
61715;protein;6428;SRSF3;Homo sapiens;274;Mass spectrometry
61716;protein;645;BLVRB;Homo sapiens;274;Mass spectrometry
61717;protein;6455;SH3GL1;Homo sapiens;274;Mass spectrometry
61718;protein;6462;SHBG;Homo sapiens;274;Mass spectrometry
61719;protein;64853;AIDA;Homo sapiens;274;Mass spectrometry
61720;protein;64866;CDCP1;Homo sapiens;274;Mass spectrometry
61721;protein;6509;SLC1A4;Homo sapiens;274;Mass spectrometry
61722;protein;6510;SLC1A5;Homo sapiens;274;Mass spectrometry
61723;protein;6513;SLC2A1;Homo sapiens;274;Mass spectrometry
61724;protein;6520;SLC3A2;Homo sapiens;274;Mass spectrometry
61725;protein;6541;SLC7A1;Homo sapiens;274;Mass spectrometry
61726;protein;655;BMP7;Homo sapiens;274;Mass spectrometry
61727;protein;6566;SLC16A1;Homo sapiens;274;Mass spectrometry
61728;protein;6612;SUMO3;Homo sapiens;274;Mass spectrometry
61729;protein;6613;SUMO2;Homo sapiens;274;Mass spectrometry
61730;protein;6726;SRP9;Homo sapiens;274;Mass spectrometry
61731;protein;6727;SRP14;Homo sapiens;274;Mass spectrometry
61732;protein;6738;TROVE2;Homo sapiens;274;Mass spectrometry
61733;protein;6767;ST13;Homo sapiens;274;Mass spectrometry
61734;protein;682;BSG;Homo sapiens;274;Western blotting|Mass spectrometry
61735;protein;683;BST1;Homo sapiens;274;Mass spectrometry
61736;protein;6844;VAMP2;Homo sapiens;274;Mass spectrometry
61737;protein;6856;SYPL1;Homo sapiens;274;Mass spectrometry
61738;protein;6906;SERPINA7;Homo sapiens;274;Mass spectrometry
61739;protein;70;ACTC1;Homo sapiens;274;Mass spectrometry
61740;protein;7037;TFRC;Homo sapiens;274;Mass spectrometry
61741;protein;7057;THBS1;Homo sapiens;274;Mass spectrometry
61742;protein;7094;TLN1;Homo sapiens;274;Mass spectrometry
61743;protein;71;ACTG1;Homo sapiens;274;Mass spectrometry
61744;protein;7105;TSPAN6;Homo sapiens;274;Mass spectrometry
61745;protein;7106;TSPAN4;Homo sapiens;274;Mass spectrometry
61746;protein;7162;TPBG;Homo sapiens;274;Mass spectrometry
61747;protein;7167;TPI1;Homo sapiens;274;Mass spectrometry
61748;protein;7170;TPM3;Homo sapiens;274;Mass spectrometry
61749;protein;7171;TPM4;Homo sapiens;274;Mass spectrometry
61750;protein;7178;TPT1;Homo sapiens;274;Mass spectrometry
61751;protein;718;C3;Homo sapiens;274;Mass spectrometry
61752;protein;7184;HSP90B1;Homo sapiens;274;Mass spectrometry
61753;protein;720;C4A;Homo sapiens;274;Mass spectrometry
61754;protein;721;C4B;Homo sapiens;274;Mass spectrometry
61755;protein;7251;TSG101;Homo sapiens;274;Western blotting|Mass spectrometry
61756;protein;7263;TST;Homo sapiens;274;Mass spectrometry
61757;protein;727;C5;Homo sapiens;274;Mass spectrometry
61758;protein;7273;TTN;Homo sapiens;274;Mass spectrometry
61759;protein;7277;TUBA4A;Homo sapiens;274;Mass spectrometry
61760;protein;7295;TXN;Homo sapiens;274;Mass spectrometry
61761;protein;7306;TYRP1;Homo sapiens;274;Mass spectrometry
61762;protein;7311;UBA52;Homo sapiens;274;Mass spectrometry
61763;protein;7314;UBB;Homo sapiens;274;Mass spectrometry
61764;protein;7316;UBC;Homo sapiens;274;Mass spectrometry
61765;protein;7322;UBE2D2;Homo sapiens;274;Mass spectrometry
61766;protein;7323;UBE2D3;Homo sapiens;274;Mass spectrometry
61767;protein;7335;UBE2V1;Homo sapiens;274;Mass spectrometry
61768;protein;7336;UBE2V2;Homo sapiens;274;Mass spectrometry
61769;protein;7345;UCHL1;Homo sapiens;274;Mass spectrometry
61770;protein;735;C9;Homo sapiens;274;Mass spectrometry
61771;protein;7414;VCL;Homo sapiens;274;Mass spectrometry
61772;protein;7415;VCP;Homo sapiens;274;Mass spectrometry
61773;protein;7430;EZR;Homo sapiens;274;Mass spectrometry
61774;protein;7448;VTN;Homo sapiens;274;Mass spectrometry
61775;protein;7458;EIF4H;Homo sapiens;274;Mass spectrometry
61776;protein;7525;YES1;Homo sapiens;274;Mass spectrometry
61777;protein;7529;YWHAB;Homo sapiens;274;Mass spectrometry
61778;protein;7531;YWHAE;Homo sapiens;274;Mass spectrometry
61779;protein;7532;YWHAG;Homo sapiens;274;Mass spectrometry
61780;protein;7533;YWHAH;Homo sapiens;274;Mass spectrometry
61781;protein;7534;YWHAZ;Homo sapiens;274;Mass spectrometry
61782;protein;754;PTTG1IP;Homo sapiens;274;Mass spectrometry
61783;protein;7726;TRIM26;Homo sapiens;274;Mass spectrometry
61784;protein;781;CACNA2D1;Homo sapiens;274;Mass spectrometry
61785;protein;7837;PXDN;Homo sapiens;274;Mass spectrometry
61786;protein;7879;RAB7A;Homo sapiens;274;Mass spectrometry
61787;protein;79026;AHNAK;Homo sapiens;274;Mass spectrometry
61788;protein;7919;DDX39B;Homo sapiens;274;Mass spectrometry
61789;protein;79720;VPS37B;Homo sapiens;274;Mass spectrometry
61790;protein;79784;MYH14;Homo sapiens;274;Mass spectrometry
61791;protein;80205;CHD9;Homo sapiens;274;Mass spectrometry
61792;protein;80381;CD276;Homo sapiens;274;Mass spectrometry
61793;protein;81;ACTN4;Homo sapiens;274;Mass spectrometry
61794;protein;81027;TUBB1;Homo sapiens;274;Mass spectrometry
61795;protein;8140;SLC7A5;Homo sapiens;274;Mass spectrometry
61796;protein;81619;TSPAN14;Homo sapiens;274;Mass spectrometry
61797;protein;81839;VANGL1;Homo sapiens;274;Mass spectrometry
61798;protein;81876;RAB1B;Homo sapiens;274;Mass spectrometry
61799;protein;8189;SYMPK;Homo sapiens;274;Mass spectrometry
61800;protein;8331;HIST1H2AJ;Homo sapiens;274;Mass spectrometry
61801;protein;8334;HIST1H2AC;Homo sapiens;274;Mass spectrometry
61802;protein;8338;HIST2H2AC;Homo sapiens;274;Mass spectrometry
61803;protein;8340;HIST1H2BL;Homo sapiens;274;Mass spectrometry
61804;protein;8341;HIST1H2BN;Homo sapiens;274;Mass spectrometry
61805;protein;8342;HIST1H2BM;Homo sapiens;274;Mass spectrometry
61806;protein;8345;HIST1H2BH;Homo sapiens;274;Mass spectrometry
61807;protein;8349;HIST2H2BE;Homo sapiens;274;Mass spectrometry
61808;protein;83737;ITCH;Homo sapiens;274;Mass spectrometry
61809;protein;84059;ADGRV1;Homo sapiens;274;Mass spectrometry
61810;protein;8407;TAGLN2;Homo sapiens;274;Mass spectrometry
61811;protein;8417;STX7;Homo sapiens;274;Mass spectrometry
61812;protein;8437;RASAL1;Homo sapiens;274;Mass spectrometry
61813;protein;8450;CUL4B;Homo sapiens;274;Mass spectrometry
61814;protein;85235;HIST1H2AH;Homo sapiens;274;Mass spectrometry
61815;protein;85236;HIST1H2BK;Homo sapiens;274;Mass spectrometry
61816;protein;85445;CNTNAP4;Homo sapiens;274;Mass spectrometry
61817;protein;8665;EIF3F;Homo sapiens;274;Mass spectrometry
61818;protein;8683;SRSF9;Homo sapiens;274;Mass spectrometry
61819;protein;87;ACTN1;Homo sapiens;274;Mass spectrometry
61820;protein;8721;EDF1;Homo sapiens;274;Mass spectrometry
61821;protein;8754;ADAM9;Homo sapiens;274;Mass spectrometry
61822;protein;8761;PABPC4;Homo sapiens;274;Mass spectrometry
61823;protein;8773;SNAP23;Homo sapiens;274;Mass spectrometry
61824;protein;8815;BANF1;Homo sapiens;274;Mass spectrometry
61825;protein;8825;LIN7A;Homo sapiens;274;Mass spectrometry
61826;protein;8829;NRP1;Homo sapiens;274;Mass spectrometry
61827;protein;88455;ANKRD13A;Homo sapiens;274;Mass spectrometry
61828;protein;8878;SQSTM1;Homo sapiens;274;Mass spectrometry
61829;protein;9019;MPZL1;Homo sapiens;274;Mass spectrometry
61830;protein;9052;GPRC5A;Homo sapiens;274;Mass spectrometry
61831;protein;9069;CLDN12;Homo sapiens;274;Mass spectrometry
61832;protein;9076;CLDN1;Homo sapiens;274;Mass spectrometry
61833;protein;9123;SLC16A3;Homo sapiens;274;Mass spectrometry
61834;protein;9144;SYNGR2;Homo sapiens;274;Mass spectrometry
61835;protein;9146;HGS;Homo sapiens;274;Mass spectrometry
61836;protein;9230;RAB11B;Homo sapiens;274;Mass spectrometry
61837;protein;92421;CHMP4C;Homo sapiens;274;Mass spectrometry
61838;protein;928;CD9;Homo sapiens;274;Western blotting|Flow cytometric analysis|Mass spectrometry
61839;protein;93185;IGSF8;Homo sapiens;274;Mass spectrometry
61840;protein;93343;MVB12A;Homo sapiens;274;Mass spectrometry
61841;protein;9341;VAMP3;Homo sapiens;274;Mass spectrometry
61842;protein;9362;CPNE6;Homo sapiens;274;Mass spectrometry
61843;protein;9376;SLC22A8;Homo sapiens;274;Mass spectrometry
61844;protein;9448;MAP4K4;Homo sapiens;274;Mass spectrometry
61845;protein;9522;SCAMP1;Homo sapiens;274;Mass spectrometry
61846;protein;9545;RAB3D;Homo sapiens;274;Mass spectrometry
61847;protein;9555;H2AFY;Homo sapiens;274;Mass spectrometry
61848;protein;9582;APOBEC3B;Homo sapiens;274;Mass spectrometry
61849;protein;960;CD44;Homo sapiens;274;Mass spectrometry
61850;protein;966;CD59;Homo sapiens;274;Mass spectrometry
61851;protein;967;CD63;Homo sapiens;274;Western blotting|Flow cytometric analysis|Mass spectrometry
61852;protein;975;CD81;Homo sapiens;274;Flow cytometric analysis|Mass spectrometry
61853;protein;976;ADGRE5;Homo sapiens;274;Mass spectrometry
61854;protein;977;CD151;Homo sapiens;274;Mass spectrometry
61855;protein;9775;EIF4A3;Homo sapiens;274;Mass spectrometry
61856;protein;9798;IST1;Homo sapiens;274;Mass spectrometry
61857;protein;9939;RBM8A;Homo sapiens;274;Mass spectrometry
61858;protein;998;CDC42;Homo sapiens;274;Mass spectrometry
61859;protein;1586;CYP17A1;Homo sapiens;275;Western blotting|Mass spectrometry
61860;protein;5243;ABCB1;Homo sapiens;276;Western blotting
61861;protein;5244;ABCB4;Homo sapiens;276;Western blotting
61862;protein;8761;PABPC4;Homo sapiens;276;Western blotting
61863;protein;5868;RAB5A;Homo sapiens;276;Western blotting
61864;protein;10015;PDCD6IP;Homo sapiens;276;Western blotting
61865;protein;928;CD9;Homo sapiens;276;Western blotting
61866;protein;5243;ABCB1;Homo sapiens;277;Western blotting
61867;protein;5244;ABCB4;Homo sapiens;277;Western blotting
61868;protein;5868;RAB5A;Homo sapiens;277;Western blotting
61869;protein;10015;PDCD6IP;Homo sapiens;277;Western blotting
61870;protein;928;CD9;Homo sapiens;277;Western blotting
61871;protein;5243;ABCB1;Homo sapiens;278;Western blotting
61872;protein;5244;ABCB4;Homo sapiens;278;Western blotting
61873;protein;8761;PABPC4;Homo sapiens;278;Western blotting
61874;protein;5868;RAB5A;Homo sapiens;278;Western blotting
61875;protein;10015;PDCD6IP;Homo sapiens;278;Western blotting
61876;protein;928;CD9;Homo sapiens;278;Western blotting
61877;protein;5243;ABCB1;Homo sapiens;279;Western blotting
61878;protein;5244;ABCB4;Homo sapiens;279;Western blotting
61879;protein;8761;PABPC4;Homo sapiens;279;Western blotting
61880;protein;5868;RAB5A;Homo sapiens;279;Western blotting
61881;protein;10015;PDCD6IP;Homo sapiens;279;Western blotting
61882;protein;5243;ABCB1;Homo sapiens;280;Western blotting
61883;protein;5244;ABCB4;Homo sapiens;280;Western blotting
61884;protein;8761;PABPC4;Homo sapiens;280;Western blotting
61885;protein;5868;RAB5A;Homo sapiens;280;Western blotting
61886;protein;10015;PDCD6IP;Homo sapiens;280;Western blotting
61887;protein;5243;ABCB1;Homo sapiens;281;Western blotting
61888;protein;5244;ABCB4;Homo sapiens;281;Western blotting
61889;protein;8761;PABPC4;Homo sapiens;281;Western blotting
61890;protein;5868;RAB5A;Homo sapiens;281;Western blotting
61891;protein;10015;PDCD6IP;Homo sapiens;281;Western blotting
61892;protein;928;CD9;Homo sapiens;281;Western blotting
61893;protein;10015;PDCD6IP;Homo sapiens;282;Mass spectrometry
61894;protein;10016;PDCD6;Homo sapiens;282;Mass spectrometry
61895;protein;10053;AP1M2;Homo sapiens;282;Mass spectrometry
61896;protein;10067;SCAMP3;Homo sapiens;282;Mass spectrometry
61897;protein;10096;ACTR3;Homo sapiens;282;Mass spectrometry
61898;protein;10097;ACTR2;Homo sapiens;282;Mass spectrometry
61899;protein;10121;ACTR1A;Homo sapiens;282;Mass spectrometry
61900;protein;1015;CDH17;Homo sapiens;282;Mass spectrometry
61901;protein;101929876;LOC101929876;Homo sapiens;282;Mass spectrometry
61902;protein;10197;PSME3;Homo sapiens;282;Mass spectrometry
61903;protein;102;ADAM10;Homo sapiens;282;Mass spectrometry
61904;protein;10211;FLOT1;Homo sapiens;282;Mass spectrometry
61905;protein;10223;GPA33;Homo sapiens;282;Mass spectrometry
61906;protein;10376;TUBA1B;Homo sapiens;282;Mass spectrometry
61907;protein;10397;NDRG1;Homo sapiens;282;Mass spectrometry
61908;protein;10399;GNB2L1;Homo sapiens;282;Mass spectrometry
61909;protein;1048;CEACAM5;Homo sapiens;282;Mass spectrometry
61910;protein;10528;NOP56;Homo sapiens;282;Mass spectrometry
61911;protein;10544;PROCR;Homo sapiens;282;Mass spectrometry
61912;protein;10562;OLFM4;Homo sapiens;282;Mass spectrometry
61913;protein;10574;CCT7;Homo sapiens;282;Mass spectrometry
61914;protein;10576;CCT2;Homo sapiens;282;Mass spectrometry
61915;protein;10606;PAICS;Homo sapiens;282;Mass spectrometry
61916;protein;10694;CCT8;Homo sapiens;282;Mass spectrometry
61917;protein;1072;CFL1;Homo sapiens;282;Mass spectrometry
61918;protein;10808;HSPH1;Homo sapiens;282;Mass spectrometry
61919;protein;10856;RUVBL2;Homo sapiens;282;Mass spectrometry
61920;protein;10890;RAB10;Homo sapiens;282;Mass spectrometry
61921;protein;11091;WDR5;Homo sapiens;282;Mass spectrometry
61922;protein;11187;PKP3;Homo sapiens;282;Mass spectrometry
61923;protein;1159;CKMT1B;Homo sapiens;282;Mass spectrometry
61924;protein;1173;AP2M1;Homo sapiens;282;Mass spectrometry
61925;protein;1192;CLIC1;Homo sapiens;282;Mass spectrometry
61926;protein;1213;CLTC;Homo sapiens;282;Mass spectrometry
61927;protein;121504;HIST4H4;Homo sapiens;282;Mass spectrometry
61928;protein;128866;CHMP4B;Homo sapiens;282;Mass spectrometry
61929;protein;1314;COPA;Homo sapiens;282;Mass spectrometry
61930;protein;1315;COPB1;Homo sapiens;282;Mass spectrometry
61931;protein;1365;CLDN3;Homo sapiens;282;Mass spectrometry
61932;protein;140453;MUC17;Homo sapiens;282;Mass spectrometry
61933;protein;143;PARP4;Homo sapiens;282;Mass spectrometry
61934;protein;1431;CS;Homo sapiens;282;Mass spectrometry
61935;protein;1434;CSE1L;Homo sapiens;282;Mass spectrometry
61936;protein;1457;CSNK2A1;Homo sapiens;282;Mass spectrometry
61937;protein;148362;BROX;Homo sapiens;282;Mass spectrometry
61938;protein;1495;CTNNA1;Homo sapiens;282;Mass spectrometry
61939;protein;1499;CTNNB1;Homo sapiens;282;Mass spectrometry
61940;protein;1500;CTNND1;Homo sapiens;282;Mass spectrometry
61941;protein;160;AP2A1;Homo sapiens;282;Mass spectrometry
61942;protein;161;AP2A2;Homo sapiens;282;Mass spectrometry
61943;protein;1615;DARS;Homo sapiens;282;Mass spectrometry
61944;protein;1636;ACE;Homo sapiens;282;Mass spectrometry
61945;protein;164;AP1G1;Homo sapiens;282;Mass spectrometry
61946;protein;1660;DHX9;Homo sapiens;282;Mass spectrometry
61947;protein;1728;NQO1;Homo sapiens;282;Mass spectrometry
61948;protein;1736;DKC1;Homo sapiens;282;Mass spectrometry
61949;protein;1800;DPEP1;Homo sapiens;282;Mass spectrometry
61950;protein;1803;DPP4;Homo sapiens;282;Mass spectrometry
61951;protein;1808;DPYSL2;Homo sapiens;282;Mass spectrometry
61952;protein;1829;DSG2;Homo sapiens;282;Mass spectrometry
61953;protein;1830;DSG3;Homo sapiens;282;Mass spectrometry
61954;protein;1832;DSP;Homo sapiens;282;Mass spectrometry
61955;protein;191;AHCY;Homo sapiens;282;Mass spectrometry
61956;protein;1915;EEF1A1;Homo sapiens;282;Mass spectrometry
61957;protein;1937;EEF1G;Homo sapiens;282;Mass spectrometry
61958;protein;1938;EEF2;Homo sapiens;282;Mass spectrometry
61959;protein;1968;EIF2S3;Homo sapiens;282;Mass spectrometry
61960;protein;197;AHSG;Homo sapiens;282;Mass spectrometry
61961;protein;1973;EIF4A1;Homo sapiens;282;Mass spectrometry
61962;protein;1992;SERPINB1;Homo sapiens;282;Mass spectrometry
61963;protein;2;A2M;Homo sapiens;282;Mass spectrometry
61964;protein;2023;ENO1;Homo sapiens;282;Mass spectrometry
61965;protein;203068;TUBB;Homo sapiens;282;Mass spectrometry
61966;protein;2037;EPB41L2;Homo sapiens;282;Mass spectrometry
61967;protein;2059;EPS8;Homo sapiens;282;Mass spectrometry
61968;protein;213;ALB;Homo sapiens;282;Mass spectrometry
61969;protein;2147;F2;Homo sapiens;282;Mass spectrometry
61970;protein;2171;FABP5;Homo sapiens;282;Mass spectrometry
61971;protein;2194;FASN;Homo sapiens;282;Mass spectrometry
61972;protein;2203;FBP1;Homo sapiens;282;Mass spectrometry
61973;protein;226;ALDOA;Homo sapiens;282;Mass spectrometry
61974;protein;22820;COPG1;Homo sapiens;282;Mass spectrometry
61975;protein;22948;CCT5;Homo sapiens;282;Mass spectrometry
61976;protein;22977;AKR7A3;Homo sapiens;282;Mass spectrometry
61977;protein;23020;SNRNP200;Homo sapiens;282;Mass spectrometry
61978;protein;2319;FLOT2;Homo sapiens;282;Mass spectrometry
61979;protein;23191;CYFIP1;Homo sapiens;282;Mass spectrometry
61980;protein;2335;FN1;Homo sapiens;282;Mass spectrometry
61981;protein;23446;SLC44A1;Homo sapiens;282;Mass spectrometry
61982;protein;23450;SF3B3;Homo sapiens;282;Mass spectrometry
61983;protein;23451;SF3B1;Homo sapiens;282;Mass spectrometry
61984;protein;23549;DNPEP;Homo sapiens;282;Mass spectrometry
61985;protein;23670;TMEM2;Homo sapiens;282;Mass spectrometry
61986;protein;2547;XRCC6;Homo sapiens;282;Mass spectrometry
61987;protein;255738;PCSK9;Homo sapiens;282;Mass spectrometry
61988;protein;2597;GAPDH;Homo sapiens;282;Mass spectrometry
61989;protein;26;AOC1;Homo sapiens;282;Mass spectrometry
61990;protein;26007;TKFC;Homo sapiens;282;Mass spectrometry
61991;protein;2665;GDI2;Homo sapiens;282;Mass spectrometry
61992;protein;2673;GFPT1;Homo sapiens;282;Mass spectrometry
61993;protein;26986;PABPC1;Homo sapiens;282;Mass spectrometry
61994;protein;27111;SDCBP2;Homo sapiens;282;Mass spectrometry
61995;protein;27161;AGO2;Homo sapiens;282;Mass spectrometry
61996;protein;2762;GMDS;Homo sapiens;282;Mass spectrometry
61997;protein;2778;GNAS;Homo sapiens;282;Mass spectrometry
61998;protein;2806;GOT2;Homo sapiens;282;Mass spectrometry
61999;protein;2821;GPI;Homo sapiens;282;Mass spectrometry
62000;protein;290;ANPEP;Homo sapiens;282;Mass spectrometry
62001;protein;2923;PDIA3;Homo sapiens;282;Mass spectrometry
62002;protein;3005;H1F0;Homo sapiens;282;Mass spectrometry
62003;protein;3006;HIST1H1C;Homo sapiens;282;Mass spectrometry
62004;protein;3008;HIST1H1E;Homo sapiens;282;Mass spectrometry
62005;protein;3009;HIST1H1B;Homo sapiens;282;Mass spectrometry
62006;protein;3013;HIST1H2AD;Homo sapiens;282;Mass spectrometry
62007;protein;3017;HIST1H2BD;Homo sapiens;282;Mass spectrometry
62008;protein;302;ANXA2;Homo sapiens;282;Mass spectrometry
62009;protein;3039;HBA1;Homo sapiens;282;Mass spectrometry
62010;protein;3040;HBA2;Homo sapiens;282;Mass spectrometry
62011;protein;3068;HDGF;Homo sapiens;282;Mass spectrometry
62012;protein;307;ANXA4;Homo sapiens;282;Mass spectrometry
62013;protein;30844;EHD4;Homo sapiens;282;Mass spectrometry
62014;protein;311;ANXA11;Homo sapiens;282;Mass spectrometry
62015;protein;312;ANXA13;Homo sapiens;282;Mass spectrometry
62016;protein;3146;HMGB1;Homo sapiens;282;Mass spectrometry
62017;protein;3148;HMGB2;Homo sapiens;282;Mass spectrometry
62018;protein;317772;HIST2H2AB;Homo sapiens;282;Mass spectrometry
62019;protein;3183;HNRNPC;Homo sapiens;282;Mass spectrometry
62020;protein;3192;HNRNPU;Homo sapiens;282;Mass spectrometry
62021;protein;3263;HPX;Homo sapiens;282;Mass spectrometry
62022;protein;3308;HSPA4;Homo sapiens;282;Mass spectrometry
62023;protein;3309;HSPA5;Homo sapiens;282;Mass spectrometry
62024;protein;3312;HSPA8;Homo sapiens;282;Mass spectrometry
62025;protein;3315;HSPB1;Homo sapiens;282;Mass spectrometry
62026;protein;3320;HSP90AA1;Homo sapiens;282;Mass spectrometry
62027;protein;3326;HSP90AB1;Homo sapiens;282;Mass spectrometry
62028;protein;3329;HSPD1;Homo sapiens;282;Mass spectrometry
62029;protein;3339;HSPG2;Homo sapiens;282;Mass spectrometry
62030;protein;3608;ILF2;Homo sapiens;282;Mass spectrometry
62031;protein;3609;ILF3;Homo sapiens;282;Mass spectrometry
62032;protein;3655;ITGA6;Homo sapiens;282;Mass spectrometry
62033;protein;3673;ITGA2;Homo sapiens;282;Mass spectrometry
62034;protein;3688;ITGB1;Homo sapiens;282;Mass spectrometry
62035;protein;3691;ITGB4;Homo sapiens;282;Mass spectrometry
62036;protein;3728;JUP;Homo sapiens;282;Mass spectrometry
62037;protein;3732;CD82;Homo sapiens;282;Mass spectrometry
62038;protein;3837;KPNB1;Homo sapiens;282;Mass spectrometry
62039;protein;3843;IPO5;Homo sapiens;282;Mass spectrometry
62040;protein;3845;KRAS;Homo sapiens;282;Mass spectrometry
62041;protein;387;RHOA;Homo sapiens;282;Mass spectrometry
62042;protein;388697;HRNR;Homo sapiens;282;Mass spectrometry
62043;protein;3916;LAMP1;Homo sapiens;282;Mass spectrometry
62044;protein;3939;LDHA;Homo sapiens;282;Mass spectrometry
62045;protein;3959;LGALS3BP;Homo sapiens;282;Mass spectrometry
62046;protein;3960;LGALS4;Homo sapiens;282;Mass spectrometry
62047;protein;4048;LTA4H;Homo sapiens;282;Mass spectrometry
62048;protein;4067;LYN;Homo sapiens;282;Mass spectrometry
62049;protein;4069;LYZ;Homo sapiens;282;Mass spectrometry
62050;protein;4070;TACSTD2;Homo sapiens;282;Mass spectrometry
62051;protein;4072;EPCAM;Homo sapiens;282;Mass spectrometry
62052;protein;4147;MATN2;Homo sapiens;282;Mass spectrometry
62053;protein;4191;MDH2;Homo sapiens;282;Mass spectrometry
62054;protein;4224;MEP1A;Homo sapiens;282;Mass spectrometry
62055;protein;4547;MTTP;Homo sapiens;282;Mass spectrometry
62056;protein;4627;MYH9;Homo sapiens;282;Mass spectrometry
62057;protein;4666;NACA;Homo sapiens;282;Mass spectrometry
62058;protein;4673;NAP1L1;Homo sapiens;282;Mass spectrometry
62059;protein;47;ACLY;Homo sapiens;282;Mass spectrometry
